Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values
65.6,71.6,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,125.6,L,,,,,,168.8,114.1,M,,,,,,,,,,,,
66,183.8,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,201.9,L,,,,,,168.8,195.1,M,,,,,,,,,,,,
66.1,175.9,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,210,L,,,,,,168.8,200.5,M,,,,,,,,,,,,
66.2,44.9,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.7,108,L,,,,,,168.8,212,M,,,,,,,,,,,,
66.2,48.6,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.7,121.5,M,,,,,,168.8,220.1,M,,,,,,,,,,,,
66.2,125.6,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.7,215.4,L,,,,,,168.8,264.7,L,,,,,,,,,,,,
66.2,235.6,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.4,18.9,L,,,,,,169.5,25,M,,,,,,,,,,,,
66.8,23.6,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.4,40.5,L,,,,,,169.5,68.2,M,,,,,,,,,,,,
66.8,42.5,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.4,74.3,M,,,,,,169.5,86.4,M,,,,,,,,,,,,
66.8,79.7,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.4,80.3,L,,,,,,169.5,156,L,,,,,,,,,,,,
66.8,112.1,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,23.6,L,,,,,,169.5,191.1,L,,,,,,,,,,,,
66.8,120.9,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,140.4,L,,,,,,169.5,272.8,S,,,,,,,,,,,,
66.8,147.2,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,149.9,M,,,,,,170.1,74.3,L,,,,,,,,,,,,
66.8,153.3,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,195.8,L,,,,,,170.1,126.9,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.7,9.5,M,,,,,,170.1,131.7,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.7,14.2,M,,,,,,170.1,169.5,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.7,28.4,M,,,,,,170.1,255.9,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.7,100.6,M,,,,,,170.8,31.7,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.7,131.7,S,,,,,,170.8,137.7,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.7,145.2,L,,,,,,170.8,174.2,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.7,156,L,,,,,,170.8,285.6,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.7,181.6,L,,,,,,171.5,20.3,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.7,185.7,L,,,,,,171.5,38.5,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.7,218.8,L,,,,,,171.5,120.9,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.4,5.4,L,,,,,,171.5,145.8,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.4,166.1,L,,,,,,171.5,278.2,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.1,51.3,M,,,,,,171.5,290.3,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.1,84.4,L,,,,,,172.2,61.4,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.1,91.2,M,,,,,,172.2,104,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.1,171.5,L,,,,,,172.2,232.3,S,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.1,191.1,M,,,,,,172.9,6.1,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.1,206.6,L,,,,,,172.9,50.6,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.7,65.5,M,,,,,,172.9,225.5,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.7,70.2,M,,,,,,172.9,248.5,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.7,161.4,M,,,,,,172.9,259.3,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.4,45.2,L,,,,,,172.9,268.7,NC,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.4,58.1,L,,,,,,172.9,301.8,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.4,105.3,L,,,,,,173.5,97.9,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.4,112.1,L,,,,,,173.5,178.9,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.4,116.1,M,,,,,,173.5,216.7,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.4,124.9,M,,,,,,174.2,43.2,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.4,176.9,S,,,,,,174.2,79,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.4,199.9,M,,,,,,174.2,160.7,S,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.1,20.9,M,,,,,,174.2,237,NC,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.1,32.4,L,,,,,,174.9,91.2,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.1,77.6,L,,,,,,174.9,110.1,S,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.1,97.2,L,,,,,,174.9,114.8,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.1,120.2,L,,,,,,174.9,151.2,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.8,134.4,M,,,,,,174.9,188.4,S,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.8,212.7,L,,,,,,174.9,295.7,S,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.4,16.9,M,,,,,,175.6,11.5,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.4,37.1,M,,,,,,175.6,54.7,S,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.4,62.1,M,,,,,,175.6,70.9,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.4,141.1,M,,,,,,175.6,141.8,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.4,153.3,S,,,,,,175.6,194.5,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.4,183,L,,,,,,175.6,200.5,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.4,217.4,M,,,,,,175.6,206.6,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.1,8.1,M,,,,,,176.2,27.7,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.1,25.7,L,,,,,,176.2,65.5,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.1,41.9,L,,,,,,176.2,253.2,NC,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.1,129,M,,,,,,176.9,156,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.1,196.5,L,,,,,,176.9,284.3,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.8,2,M,,,,,,177.6,16.2,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.8,101.3,M,,,,,,177.6,35.1,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.8,108,L,,,,,,177.6,84.4,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.8,145.8,L,,,,,,177.6,124.2,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.8,158.7,L,,,,,,177.6,129.6,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.5,82.4,M,,,,,,177.6,165.4,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.5,87.1,L,,,,,,177.6,211.3,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.5,93.2,L,,,,,,178.3,3.4,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.5,168.8,M,,,,,,178.3,135,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.5,204.6,M,,,,,,178.3,182.3,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.1,12.8,L,,,,,,178.3,220.1,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.1,55.4,M,,,,,,178.3,274.1,S,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.1,163.4,L,,,,,,178.9,21.6,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.1,178.9,L,,,,,,178.9,146.5,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.1,187,M,,,,,,178.9,226.9,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.1,192.4,M,,,,,,179.6,47.9,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.1,208.6,M,,,,,,179.6,74.3,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.8,69.5,L,,,,,,179.6,80.3,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.8,74.9,L,,,,,,179.6,189.1,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.8,118.8,M,,,,,,179.6,262,S,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.8,137.7,L,,,,,,179.6,299.8,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.5,30.4,L,,,,,,180.3,107.4,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.5,114.8,L,,,,,,180.3,118.8,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.5,124.9,M,,,,,,180.3,232.3,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.5,149.9,L,,,,,,180.3,246.4,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.5,173.5,M,,,,,,180.3,289,NC,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.2,47.3,L,,,,,,181,40.5,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.2,51.3,M,,,,,,181,67.5,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.2,64.1,M,,,,,,181,93.9,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.2,97.2,M,,,,,,181,99.9,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.8,4.1,L,,,,,,181,176.2,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.8,33.8,M,,,,,,181,204.6,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.8,42.5,S,,,,,,181,215.4,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.8,58.7,L,,,,,,181,239.7,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.8,104.7,L,,,,,,181,257.9,NC,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.8,131.7,M,,,,,,181,294.4,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.8,154.6,L,,,,,,181.6,251.8,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.5,23,M,,,,,,182.3,6.8,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.5,79.7,M,,,,,,182.3,62.1,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.5,110.1,L,,,,,,182.3,112.1,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.5,200.5,M,,,,,,182.3,138.4,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.2,18.2,M,,,,,,182.3,199.9,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.2,89.1,M,,,,,,182.3,304.5,NC,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.2,143.8,L,,,,,,183,31.1,S,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.2,214,L,,,,,,183,89.8,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.9,38.5,NC,,,,,,183,151.9,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.9,205.9,L,,,,,,183,158,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.5,10.1,S,,,,,,183,168.8,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.5,139.1,M,,,,,,183,194.5,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.5,170.8,L,,,,,,183,270.1,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.5,181,M,,,,,,183,279.5,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.2,2,M,,,,,,183.7,12.2,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.2,72.2,L,,,,,,184.3,73.6,S,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.2,83,L,,,,,,184.3,133.7,S,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.2,118.2,L,,,,,,184.3,142.5,S,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.2,164.7,S,,,,,,184.3,162.7,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.2,176.2,M,,,,,,184.3,184.3,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.2,186.4,M,,,,,,185,52.7,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.2,218.1,M,,,,,,185,85.1,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.9,14.9,M,,,,,,185,126.9,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.9,26.3,L,,,,,,185,226.9,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.9,93.2,L,,,,,,185,274.1,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.9,99.9,L,,,,,,185,284.3,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.9,123.6,L,,,,,,185.7,23.6,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.9,158.7,M,,,,,,185.7,45.9,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.9,191.1,L,,,,,,185.7,104,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.9,196.5,M,,,,,,185.7,116.1,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.6,31.7,L,,,,,,185.7,121.5,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.6,52.7,M,,,,,,185.7,242.4,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.6,62.8,M,,,,,,185.7,289,S,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.6,77,S,,,,,,186.4,40.5,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.6,114.1,M,,,,,,186.4,79,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.6,133.7,M,,,,,,186.4,173.5,S,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.6,147.9,L,,,,,,186.4,178.9,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.2,57.4,M,,,,,,186.4,211.3,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.2,68.2,M,,,,,,186.4,217.4,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.2,105.3,L,,,,,,186.4,233.6,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.2,152.6,M,,,,,,186.4,298.4,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.9,47.9,M,,,,,,187,58.1,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.9,210,L,,,,,,187,266,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.6,5.4,M,,,,,,187.7,17.6,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.6,11.5,M,,,,,,187.7,95.2,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.6,20.3,L,,,,,,187.7,146.5,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.6,87.1,L,,,,,,187.7,189.1,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.6,110.1,L,,,,,,187.7,206.6,S,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.6,200.5,M,,,,,,187.7,247.8,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.3,38.5,M,,,,,,188.4,99.9,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.3,43.9,M,,,,,,188.4,108,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.3,96.6,L,,,,,,188.4,260.6,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.3,172.9,L,,,,,,189.1,129.6,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.9,166.8,L,,,,,,189.1,256.6,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.9,181,L,,,,,,189.7,4.1,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.6,24.3,M,,,,,,189.7,31.1,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.6,81,M,,,,,,189.7,64.8,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.6,142.5,L,,,,,,189.7,165.4,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.6,161.4,L,,,,,,189.7,303.8,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.3,29,M,,,,,,190.4,8.8,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.3,91.2,M,,,,,,190.4,68.9,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.3,102.6,M,,,,,,190.4,89.8,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.3,119.5,M,,,,,,190.4,156,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.3,156.6,M,,,,,,190.4,230.2,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.3,185,L,,,,,,190.4,237,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.3,190.4,L,,,,,,190.4,282.2,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.3,206.6,M,,,,,,191.1,139.1,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,15.5,L,,,,,,191.1,170.1,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,34.4,L,,,,,,191.1,192.4,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,70.9,L,,,,,,191.1,243.1,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,124.2,M,,,,,,191.1,251.8,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,138.4,M,,,,,,191.1,269.4,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,195.8,L,,,,,,191.1,276.2,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.6,53.3,L,,,,,,191.1,295.1,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.6,74.3,L,,,,,,191.8,48.6,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.6,215.4,M,,,,,,191.8,197.2,M,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.3,4.1,M,,,,,,192.4,54,L,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.3,61.4,L,,,,,,192.4,118.2,L,,,,,,,,,,,,
