Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values
2.3,142.6,M,,,% S-cones,3.3,,3.1,61.2,S,,,% S-cones,3.5,,3.1,24,L,,,% S-cones,5.7,,3.1,134,L,,,% S-cones,5.3,,3.9,202.5,L,,,% S-cones,6.2,,3.9,225.5,L,,,% S-cones,4.5,,7.8,73.9,L,,,% S-cones,9.3,,2.8,28.8,L,,,% S-cones,2.6,,2.8,95,M,,,% S-cones,3,,3.1,122.5,L,,,% S-cones,6.5,,3.9,269.7,L,,,% S-cones,7,,8.5,247.2,L,,,% S-cones,9.7,,4.2,2.8,M,,,% S-cones,2.1,,5.6,38,M,,,% S-cones,3.5,,4.2,44.3,L,,,% S-cones,5.5,,3.9,107.7,L,,,% S-cones,4.5,,5.4,233.3,S,,,% S-cones,6.3,,6.2,163,M,,,% S-cones,9.2,,3.6,28.3,L,,,% S-cones,2.8,,4.9,36.6,M,,,% S-cones,2.5,,4.2,59.1,M,,,% S-cones,5.5,,3.1,55,S,,,% S-cones,5.1,,5.4,160.4,S,,,% S-cones,4.2
2.3,151.9,L,,,L-cone density (cones per square mm),53057.8,,3.1,94.6,L,,,L-cone density (cones per square mm),40384.4,,3.1,70.5,M,,,L-cone density (cones per square mm),33095.5,,3.1,146.3,M,,,L-cone density (cones per square mm),30312.9,,3.9,228,L,,,L-cone density (cones per square mm),13637.4,,4.7,87.6,L,,,L-cone density (cones per square mm),8560.2,,7.8,99.2,L,,,L-cone density (cones per square mm),5532.4,,2.8,115.4,L,,,L-cone density (cones per square mm),38738.6,,2.8,170.9,L,,,L-cone density (cones per square mm),33079.3,,3.1,140.3,L,,,L-cone density (cones per square mm),23040.5,,4.7,37.2,L,,,L-cone density (cones per square mm),9841.3,,9.3,107.7,L,,,L-cone density (cones per square mm),5164.5,,4.2,20.4,L,,,L-cone density (cones per square mm),40412.5,,5.6,45.7,L,,,L-cone density (cones per square mm),32601,,4.2,64,M,,,L-cone density (cones per square mm),28057.6,,3.9,169.7,L,,,L-cone density (cones per square mm),14948.2,,5.4,254.2,L,,,L-cone density (cones per square mm),7956.6,,6.2,214.6,L,,,L-cone density (cones per square mm),6325.4,,4.2,2.1,L,,,L-cone density (cones per square mm),39774.8,,4.9,39.4,M,,,L-cone density (cones per square mm),36586.4,,4.9,8.4,M,,,L-cone density (cones per square mm),29332.9,,3.1,114.7,L,,,L-cone density (cones per square mm),25792.4,,6.2,172.8,L,,,L-cone density (cones per square mm),7164.2
2.3,165.9,M,,,M-cone density (cones per square mm),25018.6,,3.1,116.3,L,,,M-cone density (cones per square mm),21538.3,,3.1,74.4,L,,,M-cone density (cones per square mm),16810.4,,3.1,184.1,L,,,M-cone density (cones per square mm),13574.8,,3.9,257.2,L,,,M-cone density (cones per square mm),4400.2,,4.7,160.4,M,,,M-cone density (cones per square mm),3111.1,,7.8,122.5,L,,,M-cone density (cones per square mm),2011.8,,2.8,123.8,M,,,M-cone density (cones per square mm),19847.6,,3.2,68.2,L,,,M-cone density (cones per square mm),18891,,3.1,188.3,M,,,M-cone density (cones per square mm),9363.9,,4.7,69.8,L,,,M-cone density (cones per square mm),4081.8,,10.1,162.8,L,,,M-cone density (cones per square mm),1870.4,,4.2,33.1,M,,,M-cone density (cones per square mm),21282.3,,5.6,64,L,,,M-cone density (cones per square mm),17296.9,,4.9,33.8,M,,,M-cone density (cones per square mm),15702.7,,3.9,234.8,L,,,M-cone density (cones per square mm),5743.4,,6.2,169.7,L,,,M-cone density (cones per square mm),3446.7,,6.7,130.9,L,,,M-cone density (cones per square mm),3010.7,,4.2,54.9,L,,,M-cone density (cones per square mm),20166.4,,5.6,7.7,L,,,M-cone density (cones per square mm),15702.7,,4.9,34.5,L,,,M-cone density (cones per square mm),14267.9,,3.1,131.8,L,,,M-cone density (cones per square mm),10958.2,,7,65.1,L,,,M-cone density (cones per square mm),2443.8
2.8,187.7,L,,,S-cone density (cones per square mm),2626.6,,3.1,130.2,M,,,S-cone density (cones per square mm),2232.6,,3.1,109.3,L,,,S-cone density (cones per square mm),3020.6,,3.9,61.6,L,,,S-cone density (cones per square mm),2457,,3.9,291.1,L,,,S-cone density (cones per square mm),1185.9,,5.4,29.5,M,,,S-cone density (cones per square mm),552.3,,8.5,308.5,L,,,S-cone density (cones per square mm),773.2,,2.8,137.2,L,,,S-cone density (cones per square mm),1594.2,,3.5,28.8,L,,,S-cone density (cones per square mm),1594.2,,3.1,210.8,L,,,S-cone density (cones per square mm),2248.7,,4.7,93.8,L,,,S-cone density (cones per square mm),1049.6,,10.1,212.4,L,,,S-cone density (cones per square mm),758.6,,4.2,52.8,M,,,S-cone density (cones per square mm),1355.1,,6.1,68.4,L,,,S-cone density (cones per square mm),1833.3,,5.6,26.7,S,,,S-cone density (cones per square mm),2550.7,,3.9,259.6,L,,,S-cone density (cones per square mm),974.3,,6.2,193.8,L,,,S-cone density (cones per square mm),763.1,,6.7,258,L,,,S-cone density (cones per square mm),947,,4.9,24.6,L,,,S-cone density (cones per square mm),1753.6,,5.6,11.3,M,,,S-cone density (cones per square mm),1355.1,,4.9,47.1,L,,,S-cone density (cones per square mm),2550.7,,3.1,162,M,,,S-cone density (cones per square mm),1961.9,,7,249.6,M,,,S-cone density (cones per square mm),417.7
2.9,73.2,M,,,Number of selected cones,1229,,3.1,141.1,L,,,Number of selected cones,977,,3.1,120.9,L,,,Number of selected cones,806,,3.9,169.4,S,,,Number of selected cones,1509,,4.6,55.4,L,,,Number of selected cones,1857,,5.4,265.1,M,,,Number of selected cones,1339,,9.3,27.1,M,,,Number of selected cones,1110,,2.8,153.4,L,,,Number of selected cones,755,,3.5,125.2,M,,,Number of selected cones,672,,3.1,227.1,M,,,Number of selected cones,2068,,4.7,139.5,M,,,Number of selected cones,1672,,10.9,99.2,L,,,Number of selected cones,804,,4.2,56.3,M,,,Number of selected cones,791,,6.3,24.6,M,,,Number of selected cones,649,,6.3,14.1,L,,,Number of selected cones,581,,3.9,293.7,L,,,Number of selected cones,2557,,6.2,203.8,M,,,Number of selected cones,1433,,7.1,104.9,L,,,Number of selected cones,1488,,4.9,31,L,,,Number of selected cones,775,,5.6,64,L,,,Number of selected cones,673,,6.3,12.7,L,,,Number of selected cones,579,,3.1,185.2,L,,,Number of selected cones,3246,,8.5,241,L,,,Number of selected cones,965
3.1,3.9,L,,,Number of Not classified cones,0,,3.1,159.7,M,,,Number of Not classified cones,0,,3.1,124,L,,,Number of Not classified cones,0,,4.6,12.3,M,,,Number of Not classified cones,0,,4.6,100.1,M,,,Number of Not classified cones,9,,5.4,272,L,,,Number of Not classified cones,11,,9.3,213.9,L,,,Number of Not classified cones,2,,3.5,43.6,L,,,Number of Not classified cones,0,,4.2,47.8,L,,,Number of Not classified cones,0,,3.1,234.8,L,,,Number of Not classified cones,3,,4.7,145.7,L,,,Number of Not classified cones,3,,10.9,127.9,NC,,,Number of Not classified cones,54,,4.9,16.9,L,,,Number of Not classified cones,0,,6.3,41.5,M,,,Number of Not classified cones,0,,6.3,59.1,L,,,Number of Not classified cones,0,,3.9,298.4,L,,,Number of Not classified cones,22,,6.2,289.1,L,,,Number of Not classified cones,14,,7.1,270.2,L,,,Number of Not classified cones,33,,5.6,51.4,L,,,Number of Not classified cones,1,,6.3,3.5,M,,,Number of Not classified cones,0,,6.3,19.7,L,,,Number of Not classified cones,0,,3.9,48.8,M,,,Number of Not classified cones,10,,9.3,50.4,L,,,Number of Not classified cones,5
3.1,31.8,L,,,L-,Long wavelength cones,,3.1,182.9,L,,,L-,Long wavelength cones,,3.1,135.6,M,,,L-,Long wavelength cones,,4.6,42.4,L,,,L-,Long wavelength cones,,5.4,15.4,L,,,L-,Long wavelength cones,,6.2,11.6,L,,,L-,Long wavelength cones,,9.3,259.6,L,,,L-,Long wavelength cones,,3.5,68.2,L,,,L-,Long wavelength cones,,4.2,62.6,L,,,L-,Long wavelength cones,,3.9,58.9,L,,,L-,Long wavelength cones,,4.7,170.5,L,,,L-,Long wavelength cones,,11.6,83.7,M,,,L-,Long wavelength cones,,5.6,42.2,L,,,L-,Long wavelength cones,,7.7,33.8,M,,,L-,Long wavelength cones,,7,23.2,L,,,L-,Long wavelength cones,,4.7,135.6,L,,,L-,Long wavelength cones,,7,179,L,,,L-,Long wavelength cones,,8,248,L,,,L-,Long wavelength cones,,5.6,64.7,L,,,L-,Long wavelength cones,,6.3,32.4,M,,,L-,Long wavelength cones,,6.3,38.7,M,,,L-,Long wavelength cones,,3.9,60.5,L,,,L-,Long wavelength cones,,9.3,132.5,L,,,L-,Long wavelength cones
3.1,59.7,M,,,M-,Middle wavelength cones,,3.7,145.1,L,,,M-,Middle wavelength cones,,3.1,192.2,L,,,M-,Middle wavelength cones,,4.6,107,L,,,M-,Middle wavelength cones,,5.4,43.9,L,,,M-,Middle wavelength cones,,6.2,168.2,L,,,M-,Middle wavelength cones,,10.1,248,L,,,M-,Middle wavelength cones,,3.5,95,M,,,M-,Middle wavelength cones,,4.2,73.2,L,,,M-,Middle wavelength cones,,3.9,76.7,L,,,M-,Middle wavelength cones,,5.4,163.5,S,,,M-,Middle wavelength cones,,11.6,173.6,L,,,M-,Middle wavelength cones,,5.6,64.7,L,,,M-,Middle wavelength cones,,8.4,7.7,L,,,M-,Middle wavelength cones,,7,30.2,L,,,M-,Middle wavelength cones,,4.7,211.6,L,,,M-,Middle wavelength cones,,7.8,30.2,M,,,M-,Middle wavelength cones,,8.4,195.5,L,,,M-,Middle wavelength cones,,6.3,38,L,,,M-,Middle wavelength cones,,7,50.7,L,,,M-,Middle wavelength cones,,7.7,4.2,S,,,M-,Middle wavelength cones,,3.9,65.9,L,,,M-,Middle wavelength cones,,9.3,206.9,M,,,M-,Middle wavelength cones
3.1,65.9,L,,,S-,Short wavelength cones,,3.9,30.2,L,,,S-,Short wavelength cones,,3.9,99.2,M,,,S-,Short wavelength cones,,4.6,117.8,L,,,S-,Short wavelength cones,,5.4,208.7,L,,,S-,Short wavelength cones,,7,199.2,M,,,S-,Short wavelength cones,,10.9,109.3,L,,,S-,Short wavelength cones,,3.5,107.6,M,,,S-,Short wavelength cones,,4.2,79.5,L,,,S-,Short wavelength cones,,3.9,91.5,M,,,S-,Short wavelength cones,,5.4,217,L,,,S-,Short wavelength cones,,11.6,196.1,L,,,S-,Short wavelength cones,,5.8,58.5,L,,,S-,Short wavelength cones,,8.4,52.8,M,,,S-,Short wavelength cones,,7,40.1,L,,,S-,Short wavelength cones,,4.7,218.6,L,,,S-,Short wavelength cones,,7.8,102.3,M,,,S-,Short wavelength cones,,8.4,334.4,M,,,S-,Short wavelength cones,,6.3,43.6,L,,,S-,Short wavelength cones,,7,68.2,M,,,S-,Short wavelength cones,,7.7,23.2,L,,,S-,Short wavelength cones,,3.9,78.3,L,,,S-,Short wavelength cones,,10.1,23.3,L,,,S-,Short wavelength cones
3.1,76,M,,,NC-,Not classified,,3.9,35.7,M,,,NC-,Not classified,,3.9,102.3,L,,,NC-,Not classified,,4.6,124.8,M,,,NC-,Not classified,,5.4,221.8,L,,,NC-,Not classified,,7.8,5.4,L,,,NC-,Not classified,,11.6,7,M,,,NC-,Not classified,,3.8,61.6,L,,,NC-,Not classified,,4.2,105.5,L,,,NC-,Not classified,,3.9,101.5,L,,,NC-,Not classified,,5.4,229.4,M,,,NC-,Not classified,,11.6,237.9,L,,,NC-,Not classified,,6.3,26.7,L,,,NC-,Not classified,,8.4,57.7,M,,,NC-,Not classified,,7.7,6.3,L,,,NC-,Not classified,,4.7,245.7,L,,,NC-,Not classified,,7.8,280.6,M,,,NC-,Not classified,,8.8,324.4,L,,,NC-,Not classified,,6.3,46.4,L,,,NC-,Not classified,,7.7,17.6,M,,,NC-,Not classified,,7.7,43.6,M,,,NC-,Not classified,,3.9,145.7,L,,,NC-,Not classified,,10.1,45,M,,,NC-,Not classified
3.1,115.5,L,,,"Cone location origin (0,0)",Top-left corner of FOV,,3.9,40.3,M,,,"Cone location origin (0,0)",Top-left corner of FOV,,3.9,165.9,L,,,"Cone location origin (0,0)",Top-left corner of FOV,,4.6,154,M,,,"Cone location origin (0,0)",Top-left corner of FOV,,5.4,237.2,L,,,"Cone location origin (0,0)",Top-left corner of FOV,,7.8,20.2,L,,,"Cone location origin (0,0)",Top-left corner of FOV,,11.6,137.2,L,,,"Cone location origin (0,0)",Top-left corner of FOV,,4.2,32.4,L,,,"Cone location origin (0,0)",Top-left corner of FOV,,4.2,110.4,S,,,"Cone location origin (0,0)",Top-left corner of FOV,,3.9,127.9,L,,,"Cone location origin (0,0)",Top-left corner of FOV,,6.2,86.8,M,,,"Cone location origin (0,0)",Top-left corner of FOV,,12.4,117,L,,,"Cone location origin (0,0)",Top-left corner of FOV,,6.3,35.9,L,,,"Cone location origin (0,0)",Top-left corner of FOV,,9.1,48.5,L,,,"Cone location origin (0,0)",Top-left corner of FOV,,7.7,55.6,S,,,"Cone location origin (0,0)",Top-left corner of FOV,,4.7,268.2,M,,,"Cone location origin (0,0)",Top-left corner of FOV,,8.5,52.7,L,,,"Cone location origin (0,0)",Top-left corner of FOV,,9.3,93.6,L,,,"Cone location origin (0,0)",Top-left corner of FOV,,6.3,61.2,L,,,"Cone location origin (0,0)",Top-left corner of FOV,,7.7,22.5,L,,,"Cone location origin (0,0)",Top-left corner of FOV,,7.7,67.5,M,,,"Cone location origin (0,0)",Top-left corner of FOV,,4.7,27.9,L,,,"Cone location origin (0,0)",Top-left corner of FOV,,10.1,143.4,L,,,"Cone location origin (0,0)",Top-left corner of FOV
3.1,118.6,L,,,Zernike Coeffs Pupil diameter (mm),6,,3.9,73.6,M,,,Zernike Coeffs Pupil diameter (mm),6,,4.7,4.7,L,,,Zernike Coeffs Pupil diameter (mm),6,,4.6,178.7,M,,,Zernike Coeffs Pupil diameter (mm),6,,6.2,146.3,L,,,Zernike Coeffs Pupil diameter (mm),6,,7.8,241,L,,,Zernike Coeffs Pupil diameter (mm),6,,11.6,178.3,M,,,Zernike Coeffs Pupil diameter (mm),6,,4.2,38.3,L,,,Zernike Coeffs Pupil diameter (mm),6,,4.2,134.4,M,,,Zernike Coeffs Pupil diameter (mm),6,,3.9,199.2,M,,,Zernike Coeffs Pupil diameter (mm),6,,6.2,131.8,L,,,Zernike Coeffs Pupil diameter (mm),6,,12.4,253.4,S,,,Zernike Coeffs Pupil diameter (mm),6,,7,8.4,L,,,Zernike Coeffs Pupil diameter (mm),6,,9.1,61.9,L,,,Zernike Coeffs Pupil diameter (mm),6,,8.4,2.1,L,,,Zernike Coeffs Pupil diameter (mm),6,,5.4,34.9,L,,,Zernike Coeffs Pupil diameter (mm),6,,8.5,118.6,L,,,Zernike Coeffs Pupil diameter (mm),6,,9.7,235,L,,,Zernike Coeffs Pupil diameter (mm),6,,7,9.1,L,,,Zernike Coeffs Pupil diameter (mm),6,,7.7,44.6,M,,,Zernike Coeffs Pupil diameter (mm),6,,8.4,28.1,L,,,Zernike Coeffs Pupil diameter (mm),6,,4.7,31.8,L,,,Zernike Coeffs Pupil diameter (mm),6,,10.1,190.7,M,,,Zernike Coeffs Pupil diameter (mm),6
3.1,136.4,M,,,Zernike Coeffs measured wavelength (nm),900,,3.9,89.9,L,,,Zernike Coeffs measured wavelength (nm),900,,4.7,14,M,,,Zernike Coeffs measured wavelength (nm),900,,5.4,8.5,L,,,Zernike Coeffs measured wavelength (nm),900,,6.2,184.8,L,,,Zernike Coeffs measured wavelength (nm),900,,9.3,103.1,L,,,Zernike Coeffs measured wavelength (nm),900,,12.4,165.9,L,,,Zernike Coeffs measured wavelength (nm),900,,4.2,97.8,L,,,Zernike Coeffs measured wavelength (nm),900,,4.2,167.4,L,,,Zernike Coeffs measured wavelength (nm),900,,3.9,204.6,L,,,Zernike Coeffs measured wavelength (nm),900,,6.2,189.9,L,,,Zernike Coeffs measured wavelength (nm),900,,13.2,54.3,L,,,Zernike Coeffs measured wavelength (nm),900,,7,12.7,S,,,Zernike Coeffs measured wavelength (nm),900,,9.8,14.8,L,,,Zernike Coeffs measured wavelength (nm),900,,8.4,35.9,L,,,Zernike Coeffs measured wavelength (nm),900,,5.4,59.7,M,,,Zernike Coeffs measured wavelength (nm),900,,8.5,125.6,L,,,Zernike Coeffs measured wavelength (nm),900,,10.1,151.7,L,,,Zernike Coeffs measured wavelength (nm),900,,7,16.2,L,,,Zernike Coeffs measured wavelength (nm),900,,7.7,47.1,M,,,Zernike Coeffs measured wavelength (nm),900,,8.4,56.3,L,,,Zernike Coeffs measured wavelength (nm),900,,4.7,69.8,L,,,Zernike Coeffs measured wavelength (nm),900,,10.9,162.8,L,,,Zernike Coeffs measured wavelength (nm),900
3.1,145.7,M,,,Zernike Coeffs Optimized wavelength (nm),550,,3.9,148.8,L,,,Zernike Coeffs Optimized wavelength (nm),550,,4.7,40.3,L,,,Zernike Coeffs Optimized wavelength (nm),550,,5.4,37.7,L,,,Zernike Coeffs Optimized wavelength (nm),550,,6.2,197.2,L,,,Zernike Coeffs Optimized wavelength (nm),550,,9.3,254.2,M,,,Zernike Coeffs Optimized wavelength (nm),550,,12.9,224.1,S,,,Zernike Coeffs Optimized wavelength (nm),550,,4.2,111.1,L,,,Zernike Coeffs Optimized wavelength (nm),550,,4.4,120.7,M,,,Zernike Coeffs Optimized wavelength (nm),550,,3.9,215.5,M,,,Zernike Coeffs Optimized wavelength (nm),550,,7,3.9,M,,,Zernike Coeffs Optimized wavelength (nm),550,,14,45.7,L,,,Zernike Coeffs Optimized wavelength (nm),550,,7,46.4,M,,,Zernike Coeffs Optimized wavelength (nm),550,,9.8,22.5,L,,,Zernike Coeffs Optimized wavelength (nm),550,,8.4,47.1,M,,,Zernike Coeffs Optimized wavelength (nm),550,,5.4,151.9,L,,,Zernike Coeffs Optimized wavelength (nm),550,,8.5,225.5,M,,,Zernike Coeffs Optimized wavelength (nm),550,,10.6,50.2,L,,,Zernike Coeffs Optimized wavelength (nm),550,,7,28.1,L,,,Zernike Coeffs Optimized wavelength (nm),550,,7.7,55.6,L,,,Zernike Coeffs Optimized wavelength (nm),550,,8.4,61.9,L,,,Zernike Coeffs Optimized wavelength (nm),550,,4.7,109.3,L,,,Zernike Coeffs Optimized wavelength (nm),550,,11.6,8.5,S,,,Zernike Coeffs Optimized wavelength (nm),550
3.1,162,M,,,,,,3.9,162.8,M,,,,,,4.7,54.3,L,,,,,,5.4,90.1,L,,,,,,6.2,251.8,L,,,,,,10.1,48.8,L,,,,,,13.2,188.3,L,,,,,,4.2,149.8,M,,,,,,4.9,4.9,L,,,,,,4.7,33.3,M,,,,,,7,62,M,,,,,,14,267.4,L,,,,,,7.7,22.5,L,,,,,,9.8,30.2,L,,,,,,9.1,9.8,M,,,,,,5.4,225.5,L,,,,,,9.3,86,L,,,,,,11,72.8,L,,,,,,7,69.6,M,,,,,,7.7,59.8,L,,,,,,9.1,16.2,L,,,,,,4.7,127.1,L,,,,,,11.6,87.6,L,,,,
3.1,183.7,L,,,,,,3.9,172.1,M,,,,,,4.7,113.9,L,,,,,,5.4,96.3,L,,,,,,6.9,9.2,L,,,,,,10.1,77.5,L,,,,,,13.2,237.2,L,,,,,,4.2,162.5,M,,,,,,4.9,13.4,M,,,,,,4.7,87.6,M,,,,,,7,155.8,M,,,,,,14.5,184.9,L,,,,,,7.7,50.7,L,,,,,,9.8,44.3,L,,,,,,9.1,17.6,L,,,,,,5.4,239.5,L,,,,,,9.3,148,L,,,,,,11.9,295.8,L,,,,,,7.2,34.2,L,,,,,,9.1,14.1,L,,,,,,9.1,52.1,M,,,,,,4.7,149.6,M,,,,,,11.6,152.7,L,,,,
3.1,191.4,L,,,,,,4.7,19.4,L,,,,,,4.7,145.7,M,,,,,,5.4,139.4,L,,,,,,6.9,33.1,L,,,,,,10.9,36.4,M,,,,,,14,293,M,,,,,,4.4,121.6,M,,,,,,4.9,40.1,L,,,,,,4.7,134.9,L,,,,,,8.5,208.5,M,,,,,,15.5,35.7,L,,,,,,7.7,54.2,L,,,,,,10.6,2.1,L,,,,,,9.1,66.1,M,,,,,,5.4,272.8,L,,,,,,9.3,161.2,M,,,,,,12.3,262.4,L,,,,,,7.7,2.1,L,,,,,,9.1,38.7,L,,,,,,9.8,9.1,M,,,,,,4.7,168.2,L,,,,,,11.6,199.2,M,,,,
3.7,122.1,L,,,,,,4.7,26.4,L,,,,,,4.7,169.7,L,,,,,,5.4,173.3,L,,,,,,6.9,86.3,L,,,,,,10.9,62,L,,,,,,14.7,14,L,,,,,,4.5,13.4,L,,,,,,4.9,43.6,L,,,,,,5.4,24,S,,,,,,9.3,18.6,M,,,,,,15.5,67.4,L,,,,,,7.7,61.2,L,,,,,,10.6,36.6,M,,,,,,10.5,44.3,M,,,,,,6.2,93.8,S,,,,,,10.1,9.3,L,,,,,,12.3,284,L,,,,,,7.7,21.1,M,,,,,,9.8,9.8,L,,,,,,9.8,32.4,L,,,,,,4.7,179.8,L,,,,,,12.4,33.3,L,,,,
3.9,7.8,L,,,,,,4.7,49.6,L,,,,,,4.7,185.2,L,,,,,,6.2,27,M,,,,,,6.9,171.7,M,,,,,,10.9,155.8,L,,,,,,14.7,62.8,L,,,,,,4.9,3.5,M,,,,,,4.9,58.4,M,,,,,,5.4,28.7,M,,,,,,9.3,27.1,L,,,,,,15.5,231.7,S,,,,,,8.4,2.1,L,,,,,,11.3,40.1,M,,,,,,10.6,28.8,L,,,,,,6.2,116.3,M,,,,,,10.1,110.8,M,,,,,,12.8,84.9,S,,,,,,7.7,57,L,,,,,,9.8,26.9,L,,,,,,10.6,35.9,L,,,,,,4.7,206.9,L,,,,,,12.4,182.1,L,,,,
3.9,17.8,S,,,,,,4.7,65.1,L,,,,,,5.4,19.4,L,,,,,,6.2,66.2,L,,,,,,6.9,231.8,L,,,,,,10.9,189.9,L,,,,,,14.7,147.3,L,,,,,,4.9,16.2,L,,,,,,4.9,90,L,,,,,,5.4,48.1,L,,,,,,9.3,55,L,,,,,,17.1,14,L,,,,,,8.4,4.9,L,,,,,,12,26,L,,,,,,10.6,32.4,L,,,,,,7,124.8,L,,,,,,10.1,138.7,L,,,,,,12.8,84.9,S,,,,,,8.4,53.5,L,,,,,,9.8,34.5,L,,,,,,10.6,47.8,L,,,,,,4.7,217.8,M,,,,,,12.4,217.8,L,,,,
3.9,38,L,,,,,,4.7,69,M,,,,,,5.4,31.8,L,,,,,,6.2,85.5,L,,,,,,6.9,280.3,L,,,,,,10.9,216.2,L,,,,,,14.7,156.6,L,,,,,,4.9,40.8,M,,,,,,4.9,102,M,,,,,,5.4,67.4,M,,,,,,9.3,99.2,L,,,,,,17.1,22.5,L,,,,,,8.4,32.4,L,,,,,,12,54.9,L,,,,,,10.6,61.9,L,,,,,,7,163.5,M,,,,,,10.1,241.8,M,,,,,,12.8,113.6,L,,,,,,8.7,23.8,M,,,,,,10.6,6.3,L,,,,,,12,20.4,L,,,,,,5.4,7.8,S,,,,,,13.2,16.3,L,,,,
3.9,44.2,L,,,,,,4.7,77.5,L,,,,,,5.4,35.7,L,,,,,,6.2,101.7,M,,,,,,6.9,323.5,L,,,,,,11.6,126.3,L,,,,,,14.7,276.7,L,,,,,,4.9,49.2,L,,,,,,4.9,114,L,,,,,,5.4,149.6,L,,,,,,9.3,107,L,,,,,,17.8,224,M,,,,,,8.4,39.4,M,,,,,,12.7,9.8,L,,,,,,11.3,20.4,L,,,,,,7,175.9,M,,,,,,10.9,14,L,,,,,,12.8,186.4,M,,,,,,8.8,37,L,,,,,,11.3,3.5,L,,,,,,12,40.1,L,,,,,,5.4,21.7,L,,,,,,13.2,227.1,L,,,,
3.9,50.4,L,,,,,,4.7,81.4,L,,,,,,5.4,45,M,,,,,,6.2,128.6,L,,,,,,7.7,76.2,M,,,,,,11.6,207.7,L,,,,,,15.5,88.8,L,,,,,,4.9,58.4,M,,,,,,4.9,118.2,M,,,,,,5.4,153.5,L,,,,,,9.3,117.8,L,,,,,,18.3,202.3,M,,,,,,9.1,18.3,L,,,,,,12.7,50.7,L,,,,,,12,24.6,L,,,,,,7,181.4,M,,,,,,10.9,69.8,S,,,,,,12.8,225.9,S,,,,,,9,31.1,L,,,,,,11.3,20.4,M,,,,,,12,64.7,M,,,,,,5.4,37.2,M,,,,,,14,77.5,L,,,,
3.9,81.1,L,,,,,,4.7,86,L,,,,,,5.4,50.4,L,,,,,,6.2,149.4,L,,,,,,7.7,166.3,M,,,,,,11.6,221.7,L,,,,,,15.5,199.2,S,,,,,,4.9,76.7,L,,,,,,4.9,138.6,M,,,,,,5.4,159.7,L,,,,,,9.3,223.2,L,,,,,,19.4,107.7,S,,,,,,9.1,57.7,L,,,,,,12.7,58.4,L,,,,,,12,39.4,L,,,,,,7,280.6,M,,,,,,10.9,270.5,L,,,,,,13.6,42.4,NC,,,,,,9.8,42.2,M,,,,,,11.3,30.2,L,,,,,,12,68.2,L,,,,,,5.4,83.7,L,,,,,,16.3,205.4,M,,,,
